track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,combined
right on,lil baby,1,2022,4,8,1116,0,101780047,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34,right on lil baby
me arrepentï¿,"ak4:20, cris mj, pailita",3,2022,3,30,273,2,118381354,12,2,4,0,0,92,,Major,86,91,79,29,0,60,16,"me arrepentï¿ ak4:20, cris mj, pailita"
that's hilarious,charlie puth,1,2022,4,8,686,2,146363130,11,6,12,0,15,108,F#,Major,71,55,44,74,0,11,6,that's hilarious charlie puth
soy el unico,yahritza y su esencia,1,2022,3,25,226,0,126443991,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3,soy el unico yahritza y su esencia
rumbatï¿½,daddy yankee,1,2022,3,25,1264,0,157990698,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4,rumbatï¿½ daddy yankee
sentadona (remix) s2,"luï¿½ï¿½sa sonza, mc frog, dj gabriel do borel, davi k",4,2022,3,17,870,0,176290831,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27,"sentadona (remix) s2 luï¿½ï¿½sa sonza, mc frog, dj gabriel do borel, davi k"
falling,harry styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,falling harry styles
sigue,"ed sheeran, j balvin",2,1996,11,24,1370,0,106933107,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7,"sigue ed sheeran, j balvin"
fim de semana no rio,teto,1,2022,3,30,315,2,139193812,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10,fim de semana no rio teto
maniac,stray kids,1,2022,3,18,651,0,212234990,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41,maniac stray kids
there's nothing holdin' me back,shawn mendes,1,2016,9,23,12382,0,1714490998,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6,there's nothing holdin' me back shawn mendes
idgaf (with blackbear),"blackbear, boywithuke",2,2022,3,18,625,0,197643795,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8,"idgaf (with blackbear) blackbear, boywithuke"
golden,harry styles,1,2019,12,13,8429,1,807015863,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,golden harry styles
get lucky - radio edit,"pharrell williams, nile rodgers, daft punk",3,2013,1,1,52898,0,933815613,203,1,"8,215",0,0,116,F#,Minor,79,87,81,4,0,10,4,"get lucky - radio edit pharrell williams, nile rodgers, daft punk"
ain't shit,doja cat,1,2021,6,25,3436,0,499710590,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21,ain't shit doja cat
"nobody like u - from ""turning red""","jordan fisher, josh levi, finneas o'connell, 4*town (from disney and pixarï¿½ï¿½ï¿½s turning red), topher ngo, grayson vill",6,2022,2,25,918,0,120847157,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15,"nobody like u - from ""turning red"" jordan fisher, josh levi, finneas o'connell, 4*town (from disney and pixarï¿½ï¿½ï¿½s turning red), topher ngo, grayson vill"
still life,bigbang,1,2022,4,5,181,0,53909146,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3,still life bigbang
photograph,ed sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,photograph ed sheeran
love yourself,justin bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,love yourself justin bieber
n95,kendrick lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14,n95 kendrick lamar
about damn time,lizzo,1,2022,4,14,9021,0,723894473,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo
die hard,"kendrick lamar, blxst, amanda reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,"die hard kendrick lamar, blxst, amanda reifer"
despuï¿½ï¿½s de la p,bad bunny,1,2022,5,6,2229,0,461558540,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31,despuï¿½ï¿½s de la p bad bunny
un ratito,bad bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5,un ratito bad bunny
united in grief,kendrick lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43,united in grief kendrick lamar
father time (feat. sampha),"kendrick lamar, sampha",2,2022,5,13,3107,0,127309180,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35,"father time (feat. sampha) kendrick lamar, sampha"
yo no soy celoso,bad bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5,yo no soy celoso bad bunny
rich spirit,kendrick lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21,rich spirit kendrick lamar
cooped up (with roddy ricch),"post malone, roddy ricch",2,2022,5,12,2942,0,271666301,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33,"cooped up (with roddy ricch) post malone, roddy ricch"
me fui de vacaciones,bad bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5,me fui de vacaciones bad bunny
silent hill,"kendrick lamar, kodak black",2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9,"silent hill kendrick lamar, kodak black"
la corriente,"tony dize, bad bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20,"la corriente tony dize, bad bunny"
count me out,kendrick lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9,count me out kendrick lamar
andrea,"buscabulla, bad bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38,"andrea buscabulla, bad bunny"
dos mil 16,bad bunny,1,2022,5,6,892,3,338422004,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5,dos mil 16 bad bunny
we cry together,"kendrick lamar, taylour paige",2,2022,5,13,1635,0,68895644,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36,"we cry together kendrick lamar, taylour paige"
savior,"kendrick lamar, sam dew, baby keem",3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46,"savior kendrick lamar, sam dew, baby keem"
un coco,bad bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6,un coco bad bunny
otro atardecer,"bad bunny, the marï¿½ï",2,2022,5,6,1681,7,319546754,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4,"otro atardecer bad bunny, the marï¿½ï"
worldwide steppers,kendrick lamar,1,2022,5,13,1480,0,61739839,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36,worldwide steppers kendrick lamar
aguacero,bad bunny,1,2022,5,6,829,0,283359161,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7,aguacero bad bunny
purple hearts,"kendrick lamar, ghostface killah, summer walker",3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29,"purple hearts kendrick lamar, ghostface killah, summer walker"
un verano sin ti,bad bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6,un verano sin ti bad bunny
ultra solo,"polima westcoast, pailita",2,2022,2,14,1367,0,307752576,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21,"ultra solo polima westcoast, pailita"
ensï¿½ï¿½ï¿½ï¿½ame,bad bunny,1,2022,5,6,1112,3,279737940,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8,ensï¿½ï¿½ï¿½ï¿½ame bad bunny
el apagï¿½,bad bunny,1,2022,5,6,1209,0,212351890,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31,el apagï¿½ bad bunny
callaita,"bad bunny, tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,"callaita bad bunny, tainy"
dua lipa,jack harlow,1,2022,5,6,1992,0,150500965,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8,dua lipa jack harlow
agosto,bad bunny,1,2022,5,6,897,0,246127838,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12,agosto bad bunny
house of memories,panic! at the disco,1,2016,1,15,2948,0,582863434,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3,house of memories panic! at the disco
mr. morale,"kendrick lamar, tanna leone",2,2022,5,13,1860,0,58687425,1,0,3,0,0,174,A,Major,73,26,54,30,0,34,32,"mr. morale kendrick lamar, tanna leone"
that that (prod. & feat. suga of bts),"psy, suga",2,2022,4,29,802,0,212109195,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9,"that that (prod. & feat. suga of bts) psy, suga"
in the stars,benson boone,1,2022,4,29,2224,8,382199619,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5,in the stars benson boone
rich - interlude,kendrick lamar,1,2022,5,13,1103,0,41210087,0,0,0,0,0,104,G,Major,44,74,42,88,0,9,9,rich - interlude kendrick lamar
supermodel,mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6,supermodel mï¿½ï¿½ne
stefania (kalush orchestra),kalush,1,2022,3,10,555,0,53729194,10,4,4,0,0,105,D,Major,83,32,82,14,0,12,4,stefania (kalush orchestra) kalush
thousand miles,the kid laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8,thousand miles the kid laroi
crown,kendrick lamar,1,2022,5,13,1493,0,42485571,2,0,10,0,0,170,C#,Minor,37,14,24,80,0,11,4,crown kendrick lamar
auntie diaries,kendrick lamar,1,2022,5,13,1545,0,37778188,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38,auntie diaries kendrick lamar
puffin on zootiez,future,1,2022,4,29,2350,0,254218729,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31,puffin on zootiez future
mirror,kendrick lamar,1,2022,5,13,1929,0,53603447,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7,mirror kendrick lamar
beautiful girl,luciano,1,2022,4,22,710,4,160035717,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9,beautiful girl luciano
"paulo londra: bzrp music sessions, vol. 23","bizarrap, paulo londra",2,2022,4,25,928,0,164163229,19,0,7,0,0,96,,Major,61,32,90,25,0,10,9,"paulo londra: bzrp music sessions, vol. 23 bizarrap, paulo londra"
savior - interlude,kendrick lamar,1,2022,5,13,1194,0,37091576,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19,savior - interlude kendrick lamar
pasoori,"shae gill, ali sethi",2,2022,2,6,349,6,284249832,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4,"pasoori shae gill, ali sethi"
mother i sober (feat. beth gibbons of portishead),"kendrick lamar, beth gibbons",2,2022,5,13,1890,0,33381454,3,0,2,0,0,140,G#,Minor,49,50,37,87,0,11,35,"mother i sober (feat. beth gibbons of portishead) kendrick lamar, beth gibbons"
tus lï¿½ï¿½gr,"sech, mora",2,2022,4,1,1308,2,184622518,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25,"tus lï¿½ï¿½gr sech, mora"
where did you go?,"mnek, jax jones",2,2022,1,26,4531,0,300983101,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4,"where did you go? mnek, jax jones"
i tried to tell y'all,"ugly dray, tesla jnr",2,2022,5,6,1657,0,121077868,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36,"i tried to tell y'all ugly dray, tesla jnr"
honest (feat. don toliver),"justin bieber, don toliver",2,2022,4,29,1351,0,106919680,26,1,17,0,0,150,G#,Minor,82,82,66,13,0,11,6,"honest (feat. don toliver) justin bieber, don toliver"
zoom,jessi,1,2022,4,13,608,0,136996305,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16,zoom jessi
slomo,chanel,1,2021,12,24,1211,0,65719930,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6,slomo chanel
fearless,le sserafim,1,2022,5,2,629,0,229497852,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14,fearless le sserafim
10 things i hate about you,leah kate,1,2022,3,23,1301,0,185550869,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5,10 things i hate about you leah kate
space man,sam ryder,1,2022,2,22,1329,0,54682594,42,51,32,0,0,80,B,Major,47,33,83,18,0,10,5,space man sam ryder
with you,"ha sung woon, jimin",2,2022,4,24,343,2,240580042,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3,"with you ha sung woon, jimin"
iris,the goo goo dolls,1,1998,3,31,13101,9,1284942608,137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4,iris the goo goo dolls
the heart part 5,kendrick lamar,1,2022,5,8,2939,0,71423324,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34,the heart part 5 kendrick lamar
san lucas,kevin kaarl,1,2019,11,7,407,1,244891912,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3,san lucas kevin kaarl
this love (taylorï¿½ï¿½ï¿½s ve,taylor swift,1,2022,5,6,1492,0,132171975,26,2,15,0,2,144,E,Major,47,7,50,32,0,7,4,this love (taylorï¿½ï¿½ï¿½s ve taylor swift
good looking,suki waterhouse,1,2017,10,20,2264,0,184706613,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3,good looking suki waterhouse
flowers,lauren spencer smith,1,2021,8,9,801,0,184826429,42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39,flowers lauren spencer smith
yet to come,bts,1,2022,6,10,829,0,302006641,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19,yet to come bts
run bts,bts,1,2022,6,10,736,0,330881149,5,132,17,0,3,77,G#,Major,72,70,82,2,0,4,17,run bts bts
music for a sushi restaurant,harry styles,1,2022,5,20,4449,1,334733572,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4,music for a sushi restaurant harry styles
matilda,harry styles,1,2022,5,20,3218,3,366214458,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4,matilda harry styles
for youth,bts,1,2022,6,10,327,0,114546317,5,40,12,0,0,117,D,Major,63,29,51,43,0,25,4,for youth bts
daylight,harry styles,1,2022,5,20,2775,0,290833204,21,11,40,0,0,146,,Major,69,63,45,48,0,18,4,daylight harry styles
vegas (from the original motion picture soundtrack elvis),doja cat,1,2022,5,6,4576,0,448500832,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26,vegas (from the original motion picture soundtrack elvis) doja cat
cash in cash out,"pharrell williams, tyler, the creator, 21 savage",4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6,"cash in cash out pharrell williams, tyler, the creator, 21 savage"
potion (with dua lipa & young thug),"calvin harris, dua lipa, young thug",3,2022,5,27,3983,0,190625045,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5,"potion (with dua lipa & young thug) calvin harris, dua lipa, young thug"
born singer,bts,1,2022,6,10,279,0,79095270,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11,born singer bts
little freak,harry styles,1,2022,5,20,2302,0,273194684,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4,little freak harry styles
la llevo al cielo (ft. ï¿½ï¿½engo f,"nengo flow, anuel aa, chris jedi, chencho corleone",4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14,"la llevo al cielo (ft. ï¿½ï¿½engo f nengo flow, anuel aa, chris jedi, chencho corleone"
true love,"kanye west, xxxtentacion",2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25,"true love kanye west, xxxtentacion"
satellite,harry styles,1,2022,5,20,3291,5,311482393,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3,satellite harry styles
pass the dutchie,musical youth,1,1982,1,1,5328,0,195918494,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5,pass the dutchie musical youth
"villano antillano: bzrp music sessions, vol. 51","bizarrap, villano antillano",2,2022,6,8,1401,0,248511839,26,16,17,0,1,128,C#,Minor,82,42,75,6,0,63,6,"villano antillano: bzrp music sessions, vol. 51 bizarrap, villano antillano"
love of my life,harry styles,1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5,love of my life harry styles
grapejuice,harry styles,1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3,grapejuice harry styles
so good,halsey,1,2022,6,9,1057,0,91781263,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4,so good halsey
belly dancer,"byor, imanbek",2,2022,2,18,5115,13,383835984,109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14,"belly dancer byor, imanbek"
keep driving,harry styles,1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23,keep driving harry styles
cinema,harry styles,1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4,cinema harry styles
die young (feat. 347aidan),"sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,19,0,15,0,0,77,B,Major,81,68,58,83,0,11,34,"die young (feat. 347aidan) sleepy hallow, 347aidan"
only love can hurt like this,paloma faith,1,2014,1,1,5148,0,588955257,90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8,only love can hurt like this paloma faith
hold my hand,lady gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3,hold my hand lady gaga
daydreaming,harry styles,1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3,daydreaming harry styles
numb,"marshmello, khalid",2,2022,6,10,3879,2,295307001,107,76,86,1,9,120,,Minor,91,63,77,12,1,10,5,"numb marshmello, khalid"
nos comemos (feat. ozuna),"ozuna, tiago pzk",2,2022,6,2,896,0,138334433,0,0,2,0,0,92,F#,Major,83,56,82,10,0,9,5,"nos comemos (feat. ozuna) ozuna, tiago pzk"
me and your mama,childish gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3,me and your mama childish gambino
crazy what love can do,"david guetta, ella henderson, becky hill",3,2022,3,18,5290,0,286739476,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4,"crazy what love can do david guetta, ella henderson, becky hill"
slow dancing in the dark,joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3,slow dancing in the dark joji
antes de perderte,duki,1,2022,6,2,584,8,157136970,12,1,8,0,1,110,F,Minor,81,61,93,49,0,12,11,antes de perderte duki
boyfriends,harry styles,1,2022,5,20,1517,0,137070925,26,2,30,0,0,118,,Major,42,32,20,94,0,11,4,boyfriends harry styles
295,sidhu moose wala,1,2021,5,15,246,4,183273246,4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20,295 sidhu moose wala
tak ingin usai,keisya levronka,1,2022,5,13,220,4,184807630,16,5,0,0,6,130,,Major,49,14,40,82,0,11,3,tak ingin usai keisya levronka
en el radio un cochinero,victor cibrian,1,2022,5,13,514,0,164856284,5,36,1,0,0,154,F#,Minor,70,97,62,47,0,10,4,en el radio un cochinero victor cibrian
master of puppets (remastered),metallica,1,1986,3,3,6080,0,704171068,112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4,master of puppets (remastered) metallica
break my soul,beyoncï¿,1,2022,6,21,9724,0,354614964,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8,break my soul beyoncï¿
ultra solo remix,"de la ghetto, feid, polima westcoast, paloma mami, pailita",5,2022,6,16,2341,0,279717388,37,2,38,2,0,110,C#,Major,91,59,82,8,0,6,8,"ultra solo remix de la ghetto, feid, polima westcoast, paloma mami, pailita"
massive,drake,1,2022,6,17,5263,0,195628667,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,massive drake
betty (get money),yung gravy,1,2022,6,10,2402,0,221752937,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8,betty (get money) yung gravy
ojos marrones,lasso,1,2022,2,6,795,11,263280370,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4,ojos marrones lasso
pop!,nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5,pop! nayeon
layla,"schï¿½ï¿½rze, dj r",2,2022,3,24,832,3,130419412,18,124,24,1,0,140,F,Minor,44,41,92,0,0,44,7,"layla schï¿½ï¿½rze, dj r"
more,j-hope,1,2022,7,1,565,0,155795783,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4,more j-hope
sweet child o' mine,guns n' roses,1,1987,1,1,41231,1,1553497987,228,151,"6,720",3,99,125,F#,Major,45,67,90,9,11,10,5,sweet child o' mine guns n' roses
last last,burna boy,1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9,last last burna boy
snap,rosa linn,1,2022,3,19,1818,0,711366595,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,snap rosa linn
sticky,drake,1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,sticky drake
hot shit (feat. ye & lil durk),"kanye west, lil durk, cardi b",3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23,"hot shit (feat. ye & lil durk) kanye west, lil durk, cardi b"
ai preto,"l7nnon, dj biel do furduncinho, bianca",3,2022,6,3,894,4,176103902,28,0,54,0,0,130,F#,Major,95,83,57,54,0,10,25,"ai preto l7nnon, dj biel do furduncinho, bianca"
la loto,"anitta, tini, becky g",3,2022,7,6,945,0,121189256,49,3,57,0,0,90,C#,Major,85,80,83,10,0,8,11,"la loto anitta, tini, becky g"
die first,nessa barrett,1,2022,6,24,767,0,131746175,25,0,22,0,0,183,G#,Minor,44,44,67,7,0,12,13,die first nessa barrett
afraid to feel,lf system,1,2022,5,2,5898,5,244790012,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11,afraid to feel lf system
baile no morro,"mc vitin da igrejinha, mc tairon, dj win",3,2022,6,10,685,2,129314708,17,0,24,0,30,130,D#,Minor,71,78,40,46,0,7,45,"baile no morro mc vitin da igrejinha, mc tairon, dj win"
cï¿½ï¿½mo dormi,rels b,1,2022,8,4,1452,35,331511413,16,15,20,0,0,126,C#,Major,63,56,43,24,0,12,23,cï¿½ï¿½mo dormi rels b
bad decisions (with bts & snoop dogg),"snoop dogg, bts, benny blanco",3,2022,8,5,1456,0,219196651,53,2,33,0,0,120,,Major,77,94,87,2,0,23,12,"bad decisions (with bts & snoop dogg) snoop dogg, bts, benny blanco"
staying alive (feat. drake & lil baby),"drake, dj khaled, lil baby",3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8,"staying alive (feat. drake & lil baby) drake, dj khaled, lil baby"
caile,luar la l,1,2020,12,18,1494,2,273914335,17,12,15,0,0,122,,Major,70,46,76,30,0,9,45,caile luar la l
si te la encuentras por ahï¿,feid,1,2022,8,5,1379,4,179061440,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8,si te la encuentras por ahï¿ feid
givenchy,duki,1,2022,7,20,625,4,185236961,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40,givenchy duki
alien superstar,beyoncï¿,1,2022,7,29,2688,0,171788484,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10,alien superstar beyoncï¿
mary on a cross,ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,mary on a cross ghost
attention,newjeans,1,2022,8,1,799,12,264717480,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4,attention newjeans
the shade,rex orange county,1,2022,3,11,1189,6,244928911,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6,the shade rex orange county
"come back home - from ""purple hearts""",sofia carson,1,2022,7,12,367,0,97610446,28,67,195,0,0,145,G,Major,56,43,53,24,0,12,4,"come back home - from ""purple hearts"" sofia carson"
el rescate,"grupo marca registrada, junior h",2,2022,7,22,527,4,287278853,10,43,3,1,0,99,G,Minor,79,64,59,28,0,11,14,"el rescate grupo marca registrada, junior h"
heartless,kanye west,1,2008,1,1,17504,34,887906111,63,39,"1,315",0,2,88,A#,Minor,79,66,65,5,0,25,14,heartless kanye west
"stay with me (with justin timberlake, halsey, & pharrell)","calvin harris, halsey, pharrell williams, justin timberlake",4,2022,7,15,3113,0,123473120,54,6,124,1,0,126,A,Major,81,90,73,28,0,29,4,"stay with me (with justin timberlake, halsey, & pharrell) calvin harris, halsey, pharrell williams, justin timberlake"
siempre pendientes,"peso pluma, luis r conriquez",2,2022,8,15,685,5,295152154,15,79,4,2,0,136,,Major,77,71,75,33,1,13,4,"siempre pendientes peso pluma, luis r conriquez"
jgl,"luis r conriquez, la adictiva",2,2022,2,18,782,9,323455692,15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12,"jgl luis r conriquez, la adictiva"
don't you worry,"david guetta, shakira, black eyed peas",3,2022,6,16,2442,0,240918092,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3,"don't you worry david guetta, shakira, black eyed peas"
pipoco,"melody, ana castela, dj chris no beat",3,2022,5,20,1112,4,191873381,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8,"pipoco melody, ana castela, dj chris no beat"
hold me closer,"elton john, britney spears",2,2017,11,10,4967,0,284216603,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11,"hold me closer elton john, britney spears"
forget me,lewis capaldi,1,2022,9,9,2520,4,239411309,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4,forget me lewis capaldi
after like,ive,1,2022,8,22,767,12,265548837,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12,after like ive
bound 2,kanye west,1,2013,1,1,19806,7,703301727,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5,bound 2 kanye west
b.o.t.a. (baddest of them all) - edit,"interplanetary criminal, eliza rose",2,2022,6,15,5153,6,244585109,102,53,113,12,0,137,,Major,74,71,89,24,61,15,5,"b.o.t.a. (baddest of them all) - edit interplanetary criminal, eliza rose"
talk that talk,twice,1,2022,8,26,615,0,189476119,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12,talk that talk twice
billie eilish.,armani white,1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,billie eilish. armani white
ferxxo 100,feid,1,2022,6,3,1647,30,278920007,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7,ferxxo 100 feid
ku lo sa - a colors show,oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7,ku lo sa - a colors show oxlade
prohibidox,feid,1,2022,9,13,1473,12,185392587,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25,prohibidox feid
static,steve lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,static steve lacy
the scientist,coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,the scientist coldplay
sparks,coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3,sparks coldplay
